gsis_id,season,games,att,cmp,yds,td,int,epa,passing_air_yards,passing_yards_after_catch,passing_first_downs,pacr,dakota,sacks,sack_yards,passing_2pt_conversions,display_name,first_name,last_name,position,birth_date,rookie_season,draft_year,draft_round,draft_pick,college_name,age,age_c,age_c2,experience,log_att,att_per_game,sack_rate,epa_per_att,epa_per_game,cmp_pct,td_rate,int_rate,ypa,epa_lag1,att_lag1,log_att_lag1,epa_per_att_lag1,dakota_lag1,delta_epa,delta_att,games_played,att_mean,att_std,epa_mean,epa_std,epa_per_att_mean,epa_per_att_std,ypa_mean,ypa_std,cmp_pct_mean,td_rate_mean,int_rate_mean,epa_min,epa_max,att_cv,epa_cv,epa_per_att_cv,games_positive_epa,pct_games_positive_epa
00-0001218,2000,16,524,318,3691.0,19,18.0,5.2395491191044465,0.0,0.0,194.0,0.0,1.3079860390303812,60.0,326.0,0,Steve Beuerlein,Stephen,Beuerlein,QB,1965-03-07,1988,1987.0,4.0,110.0,Notre Dame,35.488021902806295,7.145124125143358,51.05279876370564,12,6.261491684321042,32.75,0.10273972602739725,0.009999139540275662,0.3274718199440279,0.6068702290076335,0.03625954198473282,0.03435114503816794,7.043893129770993,85.10157745928421,565.0,6.336825731146441,0.15062226098988357,1.9764118714752077,-79.86202834017976,-41.0,,,,,,,,,,,,,,,,,,,
00-0001218,2002,5,117,68,925.0,6,5.0,4.459464418372546,0.0,0.0,43.0,0.0,0.2727574898647473,12.0,78.0,0,Steve Beuerlein,Stephen,Beuerlein,QB,1965-03-07,1988,1987.0,4.0,110.0,Notre Dame,37.48665297741273,9.143755199749794,83.60825915295139,14,4.762173934797756,23.4,0.09302325581395349,0.03811508049891065,0.8918928836745093,0.5811965811965812,0.05128205128205128,0.042735042735042736,7.905982905982906,5.2395491191044465,524.0,6.261491684321042,0.009999139540275662,1.3079860390303812,-0.7800847007319005,-407.0,,,,,,,,,,,,,,,,,,,
00-0001335,1999,14,383,211,2630.0,15,12.0,-18.441965465740317,0.0,0.0,123.0,0.0,1.5960134349103088,30.0,168.0,2,Jeff Blake,Jeffery,Blake,QB,1970-12-04,1992,1992.0,6.0,166.0,East Carolina,28.7419575633128,0.399059785649861,0.159248712522913,7,5.948034989180646,27.357142857142858,0.07263922518159806,-0.04815134586355174,-1.3172832475528797,0.5509138381201044,0.0391644908616188,0.031331592689295036,6.866840731070496,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0001335,2000,11,296,180,2004.0,13,8.0,13.06733767429901,0.0,0.0,100.0,0.0,1.033350134336773,24.0,150.0,0,Jeff Blake,Jeffery,Blake,QB,1970-12-04,1992,1992.0,6.0,166.0,East Carolina,29.744010951403148,1.4011131737402103,1.9631181256283647,8,5.69035945432406,26.90909090909091,0.075,0.044146411061820975,1.1879397885726373,0.6081081081081081,0.04391891891891892,0.02702702702702703,6.77027027027027,-18.441965465740317,383.0,5.948034989180646,-0.04815134586355174,1.5960134349103088,31.50930314003933,-87.0,,,,,,,,,,,,,,,,,,,
00-0001335,2002,10,295,165,2084.0,13,11.0,-9.411252864290573,0.0,0.0,96.0,0.0,0.701439086131793,30.0,203.0,1,Jeff Blake,Jeffery,Blake,QB,1970-12-04,1992,1992.0,6.0,166.0,East Carolina,31.742642026009584,3.3997442483466465,11.558260954166105,10,5.68697535633982,29.5,0.09230769230769231,-0.031902552082340926,-0.9411252864290572,0.559322033898305,0.04406779661016949,0.03728813559322034,7.064406779661017,-0.4833737062290311,1.0,0.0,-0.4833737062290311,0.0,-8.927879158061542,294.0,,,,,,,,,,,,,,,,,,,
00-0001335,2003,13,368,208,2252.0,13,15.0,-74.02492890316967,0.0,0.0,96.0,0.0,0.7005193059985586,19.0,132.0,0,Jeff Blake,Jeffery,Blake,QB,1970-12-04,1992,1992.0,6.0,166.0,East Carolina,32.7419575633128,4.3990597856498646,19.351726997721833,11,5.908082938168931,28.307692307692307,0.04909560723514212,-0.20115469810643932,-5.69422530024382,0.5652173913043478,0.035326086956521736,0.04076086956521739,6.119565217391305,-9.411252864290573,295.0,5.68697535633982,-0.031902552082340926,0.701439086131793,-64.61367603887909,73.0,,,,,,,,,,,,,,,,,,,
00-0001361,1999,16,533,303,3969.0,19,21.0,-26.075212661221386,0.0,0.0,183.0,0.0,1.2627904737066205,55.0,342.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,27.54551676933607,-0.797381008326866,0.6358164724403695,6,6.278521424165844,33.3125,0.0935374149659864,-0.04892159973962736,-1.6297007913263366,0.5684803001876173,0.03564727954971857,0.039399624765478425,7.446529080675422,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0001361,2000,16,527,309,3247.0,17,13.0,-10.457809913043382,0.0,0.0,162.0,0.0,1.185032751398211,45.0,264.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,28.54757015742642,0.2046723797634833,0.041890783038047524,7,6.267200548541362,32.9375,0.07867132867132867,-0.01984404158072748,-0.6536131195652114,0.5863377609108159,0.03225806451612903,0.024667931688804556,6.161290322580645,-26.075212661221386,533.0,6.278521424165844,-0.04892159973962736,1.2627904737066205,15.617402748178003,-6.0,,,,,,,,,,,,,,,,,,,
00-0001361,2002,16,610,375,4359.0,24,15.0,58.708365346245095,0.0,0.0,218.0,0.0,1.612970361410607,54.0,369.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,30.546201232032853,2.203303454369916,4.854546112038404,9,6.413458957167357,38.125,0.08132530120481928,0.09624322187909032,3.6692728341403185,0.6147540983606558,0.03934426229508197,0.02459016393442623,7.145901639344262,-3.839359945792239,66.0,4.189654742026425,-0.058172120390791504,0.1233435183831316,62.547725292037335,544.0,,,,,,,,,,,,,,,,,,,
00-0001361,2003,16,471,274,2860.0,11,12.0,-64.0501087589494,0.0,0.0,142.0,0.0,1.4108008718098464,49.0,371.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,31.54551676933607,3.202618991673134,10.256768405825442,10,6.154858094016418,29.4375,0.09423076923076923,-0.1359874920572174,-4.003131797434338,0.5817409766454352,0.02335456475583864,0.025477707006369428,6.072186836518047,58.708365346245095,610.0,6.413458957167357,0.09624322187909032,1.612970361410607,-122.7584741051945,-139.0,,,,,,,,,,,,,,,,,,,
00-0001361,2004,16,449,256,2932.0,20,16.0,-16.288707602647168,0.0,0.0,144.0,0.0,1.364555928837729,38.0,230.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,32.54757015742642,4.204672379763483,17.679269821145915,11,6.1070228877422545,28.0625,0.07802874743326489,-0.03627774521747699,-1.018044225165448,0.5701559020044543,0.044543429844097995,0.035634743875278395,6.5300668151447665,-64.0501087589494,471.0,6.154858094016418,-0.1359874920572174,1.4108008718098464,47.76140115630224,-22.0,,,,,,,,,,,,,,,,,,,
00-0001361,2005,16,499,300,3639.0,23,17.0,49.63625503462231,0.0,0.0,177.0,0.0,1.7343174670338055,49.0,295.0,1,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,33.54688569472964,5.203987917066701,27.081490240976226,12,6.212606095751519,31.1875,0.08941605839416059,0.09947145297519501,3.1022659396638943,0.6012024048096193,0.04609218436873747,0.03406813627254509,7.292585170340681,-16.288707602647168,449.0,6.1070228877422545,-0.03627774521747699,1.364555928837729,65.92496263726947,50.0,,,,,,,,,,,,,,,,,,,
00-0001361,2006,6,169,90,1164.0,7,8.0,-9.1035155299807,1242.0,444.0,54.0,6.063685200060537,0.466299429190966,16.0,107.0,0,Drew Bledsoe,Drew,Bledsoe,QB,1972-02-14,1993,1993.0,1.0,1.0,Washington State,34.54620123203286,6.2033034543699195,38.480973746997776,13,5.1298987149230735,28.166666666666668,0.08648648648648649,-0.05386695579870236,-1.5172525883301164,0.5325443786982249,0.04142011834319527,0.047337278106508875,6.887573964497041,49.63625503462231,499.0,6.212606095751519,0.09947145297519501,1.7343174670338055,-58.739770564603006,-330.0,,,,,,,,,,,,,,,,,,,
00-0001545,2005,5,122,68,722.0,2,7.0,-38.44905443994318,0.0,0.0,37.0,0.0,0.1738359686485732,8.0,59.0,0,Todd Bouman,Todd,Bouman,QB,1972-08-01,1997,,,,St. Cloud State University; South Dakota State,33.08418891170431,4.741291134041372,22.47984161773932,8,4.804021044733257,24.4,0.06153846153846154,-0.3151561839339605,-7.689810887988637,0.5573770491803278,0.01639344262295082,0.05737704918032787,5.918032786885246,2.85815492447,13.0,2.5649493574615367,0.21985807111307692,0.2335403763644864,-41.30720936441318,109.0,,,,,,,,,,,,,,,,,,,
00-0001823,2000,8,192,111,1494.0,9,6.0,23.158611754527804,0.0,0.0,65.0,0.0,0.486985216229457,15.0,94.0,0,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,24.44079397672827,-3.9021038009346682,15.226414073268785,1,5.2574953720277815,24.0,0.07246376811594203,0.12061776955483232,2.8948264693159755,0.578125,0.046875,0.03125,7.78125,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0001823,2001,16,558,312,3832.0,26,22.0,10.579958752206243,0.0,0.0,183.0,0.0,1.314273653644216,50.0,330.0,1,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,25.440109514031484,-2.9027882636314537,8.42617970347651,2,6.324358962381311,34.875,0.08223684210526316,0.01896049955592517,0.6612474220128902,0.5591397849462365,0.04659498207885305,0.03942652329749104,6.867383512544803,23.158611754527804,192.0,5.2574953720277815,0.12061776955483232,0.486985216229457,-12.57865300232156,366.0,,,,,,,,,,,,,,,,,,,
00-0001823,2002,16,528,283,3572.0,27,15.0,9.161768723900014,0.0,0.0,165.0,0.0,1.4007785957007417,36.0,236.0,2,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,26.439425051334702,-1.9034727263282356,3.623208419875446,3,6.269096283706261,33.0,0.06382978723404255,0.017351834704356087,0.5726105452437509,0.5359848484848485,0.05113636363636364,0.028409090909090908,6.765151515151516,10.579958752206243,558.0,6.324358962381311,0.01896049955592517,1.314273653644216,-1.4181900283062294,-30.0,,,,,,,,,,,,,,,,,,,
00-0001823,2003,16,518,306,3546.0,24,8.0,18.98992791756732,0.0,0.0,172.0,0.0,1.5444369602326165,36.0,203.0,0,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,27.43874058863792,-0.9041571890250175,0.8175002224656213,4,6.249975242259483,32.375,0.06498194945848375,0.03666009250495622,1.1868704948479576,0.5907335907335908,0.04633204633204633,0.015444015444015444,6.845559845559846,9.161768723900014,528.0,6.269096283706261,0.017351834704356087,1.4007785957007417,9.828159193667307,-10.0,,,,,,,,,,,,,,,,,,,
00-0001823,2004,16,542,309,3810.0,21,16.0,19.85282508408226,0.0,0.0,177.0,0.0,1.2818837818554762,42.0,226.0,1,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,28.44079397672827,0.09789619906533176,0.009583665791439062,5,6.295266001439646,33.875,0.07191780821917808,0.036628828568417454,1.2408015677551412,0.5701107011070111,0.03874538745387454,0.02952029520295203,7.029520295202952,18.98992791756732,518.0,6.249975242259483,0.03666009250495622,1.5444369602326165,0.8628971665149372,24.0,,,,,,,,,,,,,,,,,,,
00-0001823,2005,13,431,240,2882.0,13,17.0,-0.0053328950356412,0.0,0.0,145.0,0.0,1.1803292537090375,33.0,202.0,0,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,29.440109514031484,1.0972117363685463,1.2038735944248804,6,6.066108090103747,33.15384615384615,0.07112068965517242,-1.237330634719536e-05,-0.00041022269504932307,0.5568445475638051,0.030162412993039442,0.03944315545243619,6.68677494199536,19.85282508408226,542.0,6.295266001439646,0.036628828568417454,1.2818837818554762,-19.858157979117898,-111.0,,,,,,,,,,,,,,,,,,,
00-0001823,2006,8,192,110,1105.0,3,8.0,-39.76404230168819,1460.0,423.0,60.0,5.212783608890014,0.1895314364154255,26.0,174.0,0,Aaron Brooks,Aaron,Brooks,QB,1976-03-24,1999,1999.0,4.0,131.0,Virginia,30.439425051334702,2.0965272736717644,4.3954266092495615,7,5.2574953720277815,24.0,0.11926605504587157,-0.20710438698795933,-4.970505287711024,0.5729166666666666,0.015625,0.041666666666666664,5.755208333333333,-0.0053328950356412,431.0,6.066108090103747,-1.237330634719536e-05,1.1803292537090375,-39.75870940665255,-239.0,,,,,,,,,,,,,,,,,,,
00-0001907,1999,8,168,84,944.0,2,5.0,-40.54862880320293,0.0,0.0,39.0,0.0,0.2959312532990784,18.0,130.0,0,Dave Brown,David,Brown,QB,1970-02-25,1992,1992.0,1.0,1.0,Duke,29.51403148528405,1.171133707621113,1.3715541611263746,7,5.123963979403259,21.0,0.0967741935483871,-0.24136088573335077,-5.068578600400366,0.5,0.011904761904761904,0.02976190476190476,5.619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0002110,1999,15,438,259,3060.0,14,8.0,59.16489407551428,0.0,0.0,154.0,0.0,1.7349900804824476,29.0,174.0,2,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,28.955509924709105,0.6126121470461676,0.3752936427085153,6,6.082218910376446,29.2,0.06209850107066381,0.13507966683907371,3.944326271700952,0.591324200913242,0.0319634703196347,0.0182648401826484,6.986301369863014,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0002110,2000,16,512,311,3640.0,20,14.0,36.60069922226407,0.0,0.0,177.0,0.0,1.5956799300382478,53.0,284.0,1,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,29.95756331279945,1.6146655351365133,2.607144790357683,7,6.238324625039508,32.0,0.09380530973451327,0.07148574066848451,2.2875437013915043,0.607421875,0.0390625,0.02734375,7.109375,59.16489407551428,438.0,6.082218910376446,0.13507966683907371,1.7349900804824476,-22.564194853250214,74.0,,,,,,,,,,,,,,,,,,,
00-0002110,2001,15,473,289,3309.0,10,13.0,-126.47616756134153,0.0,0.0,164.0,0.0,0.9942936712101472,57.0,387.0,1,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,30.95687885010267,2.6139810724397314,6.8328970470731685,8,6.159095388491933,31.533333333333335,0.10754716981132076,-0.26739147475970726,-8.431744504089435,0.6109936575052854,0.021141649048625793,0.02748414376321353,6.995771670190275,36.60069922226407,512.0,6.238324625039508,0.07148574066848451,1.5956799300382478,-163.0768667836056,-39.0,,,,,,,,,,,,,,,,,,,
00-0002110,2002,15,415,245,2788.0,10,7.0,-87.1821295789815,0.0,0.0,140.0,0.0,1.067951450038707,34.0,210.0,2,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,31.956194387405887,3.6132966097429495,13.055912389979893,9,6.028278520230698,27.666666666666668,0.0757238307349666,-0.21007742067224458,-5.812141971932101,0.5903614457831325,0.024096385542168676,0.016867469879518072,6.718072289156627,-126.47616756134153,473.0,6.159095388491933,-0.26739147475970726,0.9942936712101472,39.294037982360024,-58.0,,,,,,,,,,,,,,,,,,,
00-0002110,2004,9,237,118,1194.0,7,6.0,-59.63759161295782,0.0,0.0,66.0,0.0,0.3766464366230314,15.0,105.0,1,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,33.95756331279945,5.614665535136513,31.52446907144979,11,5.4680601411351315,26.333333333333332,0.05952380952380952,-0.25163540764961106,-6.626399068106425,0.4978902953586498,0.029535864978902954,0.02531645569620253,5.037974683544304,-7.401733539201674,82.0,4.406719247264253,-0.09026504316099603,0.2245911348940734,-52.23585807375615,155.0,,,,,,,,,,,,,,,,,,,
00-0002110,2005,16,454,262,3050.0,23,10.0,32.77126450428943,0.0,0.0,154.0,0.0,1.6920790141858937,27.0,213.0,1,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,34.95687885010267,6.613981072439731,43.74474562659102,12,6.118097198041348,28.375,0.056133056133056136,0.07218340199182693,2.048204031518089,0.5770925110132159,0.05066079295154185,0.022026431718061675,6.71806167400881,-59.63759161295782,237.0,5.4680601411351315,-0.25163540764961106,0.3766464366230314,92.40885611724724,217.0,,,,,,,,,,,,,,,,,,,
00-0002110,2006,10,261,162,1789.0,8,4.0,6.317302468218514,1698.0,990.0,80.0,12.802698047261112,0.6689603359159358,12.0,92.0,2,Mark Brunell,Mark,Brunell,QB,1970-09-17,1993,1993.0,5.0,118.0,Washington,35.95619438740589,7.6132966097429495,57.96228526792349,13,5.564520407322694,26.1,0.04395604395604396,0.02420422401616289,0.6317302468218514,0.6206896551724138,0.03065134099616858,0.01532567049808429,6.854406130268199,32.77126450428943,454.0,6.118097198041348,0.07218340199182693,1.6920790141858937,-26.453962036070912,-193.0,,,,,,,,,,,,,,,,,,,
00-0002787,1999,10,168,76,975.0,3,8.0,-49.05475551557207,0.0,0.0,41.0,0.0,0.5045197288669577,17.0,116.0,0,Stoney Case,Stoney,Case,QB,1972-07-07,1995,1995.0,3.0,80.0,New Mexico,27.15126625598905,-1.1916315216738873,1.419985683446824,4,5.123963979403259,16.8,0.0918918918918919,-0.2919925923545956,-4.905475551557207,0.4523809523809524,0.017857142857142856,0.047619047619047616,5.803571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0002876,1999,12,304,173,2335.0,16,11.0,-5.57408144364646,0.0,0.0,113.0,0.0,1.1027223804613189,32.0,230.0,0,Chris Chandler,Christopher,Chandler,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,33.88637919233402,5.543481414671081,30.730186194803693,11,5.717027701406222,25.333333333333332,0.09523809523809523,-0.01833579422252125,-0.4645067869705383,0.569078947368421,0.05263157894736842,0.03618421052631579,7.680921052631579,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0002876,2000,14,328,190,2227.0,10,12.0,-59.86225368998593,0.0,0.0,105.0,0.0,0.7246920703816628,40.0,251.0,0,Chris Chandler,Christopher,Chandler,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,34.888432580424364,6.545534802761427,42.844025854161075,12,5.793013608384144,23.428571428571427,0.10869565217391304,-0.18250687100605464,-4.275875263570423,0.5792682926829268,0.03048780487804878,0.036585365853658534,6.789634146341464,-5.57408144364646,304.0,5.717027701406222,-0.01833579422252125,1.1027223804613189,-54.28817224633947,24.0,,,,,,,,,,,,,,,,,,,
00-0002876,2001,14,365,223,2847.0,16,14.0,18.651156377329993,0.0,0.0,127.0,0.0,1.465334363442416,41.0,261.0,1,Chris Chandler,Christopher,Chandler,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,35.88774811772758,7.544850340064645,56.92476665397359,13,5.8998973535824915,26.071428571428573,0.10098522167487685,0.05109905856802738,1.3322254555235709,0.6109589041095891,0.043835616438356165,0.038356164383561646,7.8,-59.86225368998593,328.0,5.793013608384144,-0.18250687100605464,0.7246920703816628,78.51341006731592,37.0,,,,,,,,,,,,,,,,,,,
00-0002876,2002,8,161,103,1023.0,4,4.0,-34.04113795732351,0.0,0.0,43.0,0.0,0.3640137263620835,23.0,144.0,0,Chris Chandler,Christopher,Chandler,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,36.8870636550308,8.544165877367863,73.00277053997735,14,5.081404364984463,20.125,0.125,-0.21143563948648142,-4.255142244665438,0.639751552795031,0.024844720496894408,0.024844720496894408,6.354037267080745,18.651156377329993,365.0,5.8998973535824915,0.05109905856802738,1.465334363442416,-52.692294334653496,-204.0,,,,,,,,,,,,,,,,,,,
00-0002876,2003,8,192,107,1050.0,3,7.0,-23.80239464869596,0.0,0.0,51.0,0.0,0.3554277027457717,14.0,101.0,0,Chris Chandler,Christopher,Chandler,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,37.88637919233402,9.543481414671081,91.07803751217234,15,5.2574953720277815,24.0,0.06796116504854369,-0.12397080546195811,-2.975299331086995,0.5572916666666666,0.015625,0.036458333333333336,5.46875,-34.04113795732351,161.0,5.081404364984463,-0.21143563948648142,0.3640137263620835,10.238743308627548,31.0,,,,,,,,,,,,,,,,,,,
00-0003292,1999,10,328,190,2318.0,8,10.0,-7.136812432809213,0.0,0.0,116.0,0.0,0.7240492638610416,16.0,112.0,0,Kerry Collins,Kerry,Collins,QB,1972-12-30,1995,1995.0,1.0,5.0,Penn State,26.6694045174538,-1.6734932602091384,2.8005796919654107,4,5.793013608384144,32.8,0.046511627906976744,-0.021758574490271992,-0.7136812432809213,0.5792682926829268,0.024390243902439025,0.03048780487804878,7.067073170731708,,,,,,,,,,,,,,,,,,,,,,,,,,
